Issues,Relationship,Link Issues
HADOOP-9996,is required by,HADOOP-9997
HADOOP-9993,relates to,MAPREDUCE-5508
HADOOP-9991,depends upon,HADOOP-13050
HADOOP-9991,depends upon,HADOOP-14890
HADOOP-9991,depends upon,HADOOP-15642
HADOOP-9991,depends upon,HADOOP-9613
HADOOP-9991,depends upon,HADOOP-14040
HADOOP-9991,depends upon,HADOOP-14490
HADOOP-9991,depends upon,HADOOP-14775
HADOOP-9991,depends upon,HADOOP-13541
HADOOP-9991,depends upon,HADOOP-14126
HADOOP-9991,depends upon,HDFS-5411
HADOOP-9991,depends upon,HADOOP-14100
HADOOP-9991,depends upon,HADOOP-14283
HADOOP-9991,depends upon,HADOOP-15960
HADOOP-9991,depends upon,HADOOP-11515
HADOOP-9991,depends upon,HADOOP-12767
HADOOP-9991,depends upon,HADOOP-13994
HADOOP-9991,depends upon,HADOOP-14824
HADOOP-9991,depends upon,HADOOP-15054
HADOOP-9991,depends upon,HADOOP-15261
HADOOP-9991,depends upon,HADOOP-15299
HADOOP-9991,depends upon,HADOOP-16076
HADOOP-9991,depends upon,HADOOP-11086
HADOOP-9991,depends upon,HADOOP-11946
HADOOP-9991,depends upon,HADOOP-13545
HADOOP-9991,depends upon,HADOOP-14420
HADOOP-9991,depends upon,HADOOP-14692
HADOOP-9991,depends upon,HADOOP-12577
HADOOP-9991,depends upon,HADOOP-9555
HADOOP-9991,depends upon,HADOOP-10814
HADOOP-9991,depends upon,MAPREDUCE-5431
HADOOP-9991,depends upon,HADOOP-10147
HADOOP-9991,depends upon,HADOOP-12281
HADOOP-9991,depends upon,HADOOP-10076
HADOOP-9991,depends upon,HADOOP-13363
HADOOP-9991,depends upon,HADOOP-12064
HADOOP-9991,depends upon,HADOOP-10075
HADOOP-9991,depends upon,HADOOP-10101
HADOOP-9991,depends upon,HADOOP-12527
HADOOP-9991,depends upon,HADOOP-12927
HADOOP-9991,depends upon,HADOOP-12928
HADOOP-9991,depends upon,HADOOP-13866
HADOOP-9991,depends upon,HADOOP-14401
HADOOP-9991,depends upon,HADOOP-14471
HADOOP-9991,depends upon,HADOOP-14536
HADOOP-9991,depends upon,HADOOP-14662
HADOOP-9991,depends upon,HADOOP-14930
HADOOP-9991,depends upon,HADOOP-16152
HADOOP-9991,depends upon,MAPREDUCE-5624
HADOOP-9991,depends upon,MAPREDUCE-5678
HADOOP-9991,depends upon,HADOOP-9244
HADOOP-9991,depends upon,HADOOP-10384
HADOOP-9991,depends upon,HADOOP-12427
HADOOP-9991,depends upon,HADOOP-14414
HADOOP-9991,depends upon,HADOOP-14419
HADOOP-9991,depends upon,HADOOP-16075
HADOOP-9991,depends upon,HADOOP-9594
HADOOP-9991,depends upon,HADOOP-9611
HADOOP-9991,depends upon,HADOOP-9833
HADOOP-9991,depends upon,HADOOP-15072
HADOOP-9991,depends upon,YARN-3774
HADOOP-9991,incorporates,HADOOP-13659
HADOOP-9991,incorporates,HADOOP-13660
HADOOP-9991,incorporates,HADOOP-13661
HADOOP-9991,incorporates,HADOOP-15482
HADOOP-9991,is blocked by,HADOOP-11755
HADOOP-9991,is related to,HADOOP-15040
HADOOP-9991,is related to,HADOOP-14290
HADOOP-9991,is related to,HADOOP-15214
HADOOP-9991,is related to,BOOKKEEPER-708
HADOOP-9991,is related to,HADOOP-9905
HADOOP-9991,is related to,HADOOP-10783
HADOOP-9991,is related to,HADOOP-8793
HADOOP-9991,is related to,HADOOP-10100
HADOOP-9991,is related to,HADOOP-9961
HADOOP-9991,is related to,HADOOP-10105
HADOOP-9991,is related to,HADOOP-14043
HADOOP-9991,is related to,HADOOP-14061
HADOOP-9991,is related to,HADOOP-14670
HADOOP-9991,is related to,HADOOP-15993
HADOOP-9991,is related to,HADOOP-15994
HADOOP-9991,is related to,HADOOP-16227
HADOOP-9991,is related to,HADOOP-12809
HADOOP-9991,is related to,HADOOP-10530
HADOOP-9991,is related to,HADOOP-12232
HADOOP-9991,is related to,HADOOP-10067
HADOOP-9991,is related to,HADOOP-14647
HADOOP-9991,relates to,HADOOP-15960
HADOOP-9991,relates to,HADOOP-15218
HADOOP-9991,relates to,HADOOP-11492
HADOOP-9991,requires,HADOOP-13332
HADOOP-9990,is duplicated by,HADOOP-10062
HADOOP-9990,is duplicated by,HADOOP-10058
HADOOP-9989,is related to,HADOOP-9374
HADOOP-9987,duplicates,HADOOP-9985
HADOOP-9985,is duplicated by,HADOOP-9987
HADOOP-9984,blocks,HADOOP-9060
HADOOP-9984,is duplicated by,HADOOP-9912
HADOOP-9984,is related to,HADOOP-9972
HADOOP-9984,is related to,HADOOP-9912
HADOOP-9983,Is contained by,HDFS-347
HADOOP-9982,is related to,HDFS-5297
HADOOP-9981,is broken by,HADOOP-9652
HADOOP-9981,is duplicated by,HADOOP-9877
HADOOP-9981,is related to,HADOOP-10112
HADOOP-9981,is related to,HADOOP-9769
HADOOP-9979,Is contained by,HADOOP-9902
HADOOP-9979,is related to,BIGTOP-1038
HADOOP-9975,Is contained by,HADOOP-9797
HADOOP-9975,Is contained by,HADOOP-9926
HADOOP-9973,is part of,HBASE-9557
HADOOP-9972,blocks,HADOOP-9877
HADOOP-9972,is related to,HADOOP-9912
HADOOP-9972,relates to,HADOOP-9984
HADOOP-9971,is related to,HADOOP-10397
HADOOP-9967,is related to,HADOOP-9669
HADOOP-9966,is related to,HADOOP-9669
HADOOP-9965,is broken by,HADOOP-9573
HADOOP-9964,blocks,HADOOP-9160
HADOOP-9964,is related to,HADOOP-10289
HADOOP-9963,duplicates,HADOOP-10699
HADOOP-9961,contains,HADOOP-10737
HADOOP-9961,relates to,HADOOP-9991
HADOOP-9959,is duplicated by,HADOOP-10998
HADOOP-9958,is depended upon by,HIVE-5281
HADOOP-9956,breaks,HADOOP-10406
HADOOP-9954,duplicates,HADOOP-10910
HADOOP-9953,relates to,HDFS-5238
HADOOP-9952,relates to,HADOOP-9848
HADOOP-9952,relates to,HADOOP-9893
HADOOP-9951,is part of,HADOOP-9804
HADOOP-9950,is part of,HADOOP-9804
HADOOP-9948,is part of,HDFS-3602
HADOOP-9948,is related to,HDFS-5258
HADOOP-9947,Is contained by,HADOOP-9797
HADOOP-9947,is part of,HADOOP-9926
HADOOP-9945,is related to,YARN-1027
HADOOP-9943,depends upon,HADOOP-9893
HADOOP-9943,Is contained by,HADOOP-9797
HADOOP-9942,Is contained by,HADOOP-9797
HADOOP-9941,duplicates,HADOOP-9087
HADOOP-9938,requires,ZOOKEEPER-1749
HADOOP-9938,requires,HADOOP-8315
HADOOP-9935,duplicates,HADOOP-8738
HADOOP-9935,incorporates,MAPREDUCE-5498
HADOOP-9935,incorporates,YARN-1164
HADOOP-9935,is duplicated by,MAPREDUCE-5498
HADOOP-9935,is duplicated by,YARN-1164
HADOOP-9934,relates to,HADOOP-9601
HADOOP-9930,is required by,HDFS-5029
HADOOP-9927,Is contained by,HADOOP-9797
HADOOP-9926,contains,HADOOP-9975
HADOOP-9926,depends upon,HADOOP-9841
HADOOP-9926,incorporates,HADOOP-9947
HADOOP-9926,Is contained by,HADOOP-9797
HADOOP-9925,Is contained by,HADOOP-9797
HADOOP-9925,is depended upon by,HADOOP-9840
HADOOP-9922,duplicates,HADOOP-10144
HADOOP-9922,is duplicated by,HADOOP-11425
HADOOP-9922,is duplicated by,HADOOP-11560
HADOOP-9922,is duplicated by,HADOOP-11784
HADOOP-9922,relates to,HADOOP-11784
HADOOP-9922,relates to,HADOOP-11691
HADOOP-9922,relates to,HDFS-7774
HADOOP-9922,relates to,HADOOP-11639
HADOOP-9921,breaks,HADOOP-12364
HADOOP-9920,duplicates,HDFS-4491
HADOOP-9920,relates to,HDFS-4491
HADOOP-9919,is related to,HDFS-6517
HADOOP-9916,relates to,HADOOP-9896
HADOOP-9913,duplicates,HADOOP-6350
HADOOP-9913,relates to,HDFS-5144
HADOOP-9912,duplicates,HADOOP-9984
HADOOP-9912,is broken by,HADOOP-9877
HADOOP-9912,relates to,HADOOP-9984
HADOOP-9912,relates to,HADOOP-9972
HADOOP-9907,duplicates,HDFS-7377
HADOOP-9906,blocks,YARN-353
HADOOP-9905,is related to,HADOOP-12415
HADOOP-9905,relates to,YARN-149
HADOOP-9905,relates to,HADOOP-9991
HADOOP-9902,blocks,HADOOP-11010
HADOOP-9902,contains,HADOOP-6135
HADOOP-9902,contains,HADOOP-7825
HADOOP-9902,contains,HADOOP-7906
HADOOP-9902,contains,HADOOP-8448
HADOOP-9902,contains,HADOOP-8464
HADOOP-9902,contains,HADOOP-9351
HADOOP-9902,contains,HADOOP-9870
HADOOP-9902,contains,HADOOP-13364
HADOOP-9902,contains,HDFS-2715
HADOOP-9902,contains,HADOOP-7203
HADOOP-9902,contains,HADOOP-8476
HADOOP-9902,contains,HADOOP-9873
HADOOP-9902,contains,HADOOP-10978
HADOOP-9902,contains,HDFS-1492
HADOOP-9902,contains,MAPREDUCE-3051
HADOOP-9902,contains,MAPREDUCE-3432
HADOOP-9902,contains,MAPREDUCE-5621
HADOOP-9902,contains,YARN-3693
HADOOP-9902,contains,HDFS-1326
HADOOP-9902,contains,HADOOP-1947
HADOOP-9902,contains,HADOOP-7572
HADOOP-9902,contains,HDFS-7745
HADOOP-9902,contains,YARN-356
HADOOP-9902,contains,HADOOP-7586
HADOOP-9902,contains,HADOOP-8505
HADOOP-9902,contains,HADOOP-9109
HADOOP-9902,contains,HDFS-5087
HADOOP-9902,contains,HADOOP-8797
HADOOP-9902,contains,HADOOP-9979
HADOOP-9902,duplicates,HADOOP-6167
HADOOP-9902,duplicates,HADOOP-6179
HADOOP-9902,duplicates,HADOOP-6746
HADOOP-9902,duplicates,HADOOP-8026
HADOOP-9902,duplicates,HADOOP-8792
HADOOP-9902,duplicates,HADOOP-10245
HADOOP-9902,duplicates,HDFS-1281
HADOOP-9902,duplicates,HADOOP-6851
HADOOP-9902,duplicates,HADOOP-1947
HADOOP-9902,duplicates,YARN-115
HADOOP-9902,duplicates,HADOOP-5617
HADOOP-9902,incorporates,HADOOP-6368
HADOOP-9902,incorporates,HADOOP-5787
HADOOP-9902,incorporates,YARN-2346
HADOOP-9902,is depended upon by,HADOOP-15009
HADOOP-9902,is duplicated by,HADOOP-12574
HADOOP-9902,is related to,HDFS-4763
HADOOP-9902,is related to,MAPREDUCE-3954
HADOOP-9902,is related to,HADOOP-12364
HADOOP-9902,is related to,HDFS-272
HADOOP-9902,is related to,HDFS-5087
HADOOP-9902,relates to,HADOOP-14921
HADOOP-9902,relates to,HADOOP-7518
HADOOP-9902,relates to,HADOOP-7838
HADOOP-9902,relates to,HADOOP-8092
HADOOP-9902,relates to,HDFS-11245
HADOOP-9902,relates to,MAPREDUCE-727
HADOOP-9902,relates to,HADOOP-10177
HADOOP-9902,relates to,MAPREDUCE-4649
HADOOP-9902,relates to,YARN-1429
HADOOP-9902,relates to,HBASE-13231
HADOOP-9902,relates to,HADOOP-2689
HADOOP-9902,relates to,HADOOP-10912
HADOOP-9902,relates to,HADOOP-8222
HADOOP-9902,relates to,HDFS-383
HADOOP-9902,relates to,HDFS-2256
HADOOP-9902,relates to,YARN-1118
HADOOP-9902,relates to,YARN-1117
HADOOP-9900,relates to,HADOOP-9582
HADOOP-9899,duplicates,HADOOP-9715
HADOOP-9899,is broken by,HADOOP-8855
HADOOP-9898,relates to,HDFS-8894
HADOOP-9896,is related to,HADOOP-9916
HADOOP-9893,depends upon,DIRSERVER-1889
HADOOP-9893,is depended upon by,HADOOP-9943
HADOOP-9893,is related to,HADOOP-9952
HADOOP-9893,is required by,HADOOP-9881
HADOOP-9891,is duplicated by,YARN-4272
HADOOP-9891,relates to,YARN-683
HADOOP-9888,relates to,HADOOP-6913
HADOOP-9887,is broken by,HADOOP-9817
HADOOP-9887,is duplicated by,HDFS-5125
HADOOP-9887,relates to,HDFS-5125
HADOOP-9884,is related to,HDFS-14313
HADOOP-9881,is related to,HADOOP-9848
HADOOP-9881,relates to,HADOOP-9860
HADOOP-9881,requires,HADOOP-9893
HADOOP-9880,breaks,HDFS-5124
HADOOP-9880,is related to,HADOOP-9421
HADOOP-9880,is related to,HDFS-3083
HADOOP-9878,duplicates,HADOOP-7939
HADOOP-9877,breaks,HADOOP-9912
HADOOP-9877,breaks,HDFS-5125
HADOOP-9877,duplicates,HADOOP-9981
HADOOP-9877,is blocked by,HADOOP-9972
HADOOP-9877,is broken by,HADOOP-9817
HADOOP-9875,is related to,HADOOP-10500
HADOOP-9873,Is contained by,HADOOP-9902
HADOOP-9870,Is contained by,HADOOP-9902
HADOOP-9870,is related to,HDFS-5087
HADOOP-9869,is duplicated by,YARN-1059
HADOOP-9869,is related to,YARN-1059
HADOOP-9869,is related to,HDFS-7684
HADOOP-9865,relates to,HADOOP-9817
HADOOP-9865,requires,HDFS-5093
HADOOP-9864,is related to,HADOOP-8391
HADOOP-9860,is blocked by,DIRSERVER-1882
HADOOP-9860,is related to,HADOOP-9881
HADOOP-9857,relates to,HADOOP-7335
HADOOP-9857,relates to,HADOOP-9688
HADOOP-9857,relates to,HADOOP-7841
HADOOP-9856,is required by,HADOOP-9749
HADOOP-9856,requires,HADOOP-9852
HADOOP-9855,is depended upon by,HBASE-6973
HADOOP-9855,relates to,HADOOP-6578
HADOOP-9853,duplicates,HDFS-4491
HADOOP-9853,relates to,HDFS-4491
HADOOP-9852,is related to,HADOOP-9797
HADOOP-9852,is required by,HADOOP-9749
HADOOP-9852,is required by,HADOOP-9856
HADOOP-9851,is related to,HADOOP-3098
HADOOP-9851,is related to,HADOOP-9768
HADOOP-9851,is related to,HADOOP-9778
HADOOP-9848,is related to,HADOOP-9952
HADOOP-9848,relates to,HADOOP-9881
HADOOP-9848,relates to,HADOOP-12911
HADOOP-9848,relates to,HBASE-7781
HADOOP-9847,relates to,HADOOP-9817
HADOOP-9846,relates to,HADOOP-9574
HADOOP-9845,is related to,HADOOP-13363
HADOOP-9844,causes,HADOOP-17392
HADOOP-9844,is depended upon by,HADOOP-11574
HADOOP-9842,Is contained by,HADOOP-9796
HADOOP-9841,depends upon,HADOOP-9840
HADOOP-9841,Is contained by,HADOOP-9797
HADOOP-9841,is depended upon by,HADOOP-9926
HADOOP-9840,depends upon,HADOOP-9925
HADOOP-9840,Is contained by,HADOOP-9797
HADOOP-9840,is depended upon by,HADOOP-9841
HADOOP-9839,Is contained by,HADOOP-9798
HADOOP-9838,Is contained by,HADOOP-9798
HADOOP-9837,Is contained by,HADOOP-9796
HADOOP-9837,is duplicated by,HADOOP-12563
HADOOP-9836,Is contained by,HADOOP-9796
HADOOP-9835,Is contained by,HADOOP-9796
HADOOP-9834,Is contained by,HADOOP-9796
HADOOP-9833,is depended upon by,HADOOP-9991
HADOOP-9833,is related to,ACCUMULO-1725
HADOOP-9831,relates to,HADOOP-9162
HADOOP-9831,relates to,HADOOP-9164
HADOOP-9829,Is contained by,HADOOP-9799
HADOOP-9828,Is contained by,HADOOP-9796
HADOOP-9827,Is contained by,HADOOP-9796
HADOOP-9826,Is contained by,HADOOP-9796
HADOOP-9825,duplicates,HADOOP-10141
HADOOP-9825,Is contained by,HADOOP-9796
HADOOP-9825,relates to,HADOOP-9534
HADOOP-9822,is related to,HDFS-5025
HADOOP-9822,is related to,HADOOP-9779
HADOOP-9821,is related to,HDFS-5025
HADOOP-9821,is related to,HADOOP-9779
HADOOP-9818,duplicates,HADOOP-2344
HADOOP-9818,is duplicated by,HDFS-5062
HADOOP-9817,blocks,HDFS-4019
HADOOP-9817,breaks,HADOOP-9877
HADOOP-9817,breaks,HADOOP-9887
HADOOP-9817,breaks,HDFS-5093
HADOOP-9817,is duplicated by,HADOOP-7344
HADOOP-9817,is duplicated by,HDFS-5021
HADOOP-9817,is related to,HADOOP-9865
HADOOP-9817,is related to,HADOOP-9847
HADOOP-9816,is broken by,HADOOP-9421
HADOOP-9815,Is contained by,HADOOP-9796
HADOOP-9814,Is contained by,HADOOP-9796
HADOOP-9813,Is contained by,HADOOP-9798
HADOOP-9812,Is contained by,HADOOP-9798
HADOOP-9811,Is contained by,HADOOP-9798
HADOOP-9811,relates to,HADOOP-9534
HADOOP-9810,Is contained by,HADOOP-9796
HADOOP-9809,Is contained by,HADOOP-9796
HADOOP-9808,Is contained by,HADOOP-9796
HADOOP-9807,duplicates,HADOOP-9527
HADOOP-9806,is related to,HDFS-4962
HADOOP-9806,relates to,HDFS-4750
HADOOP-9805,breaks,HADOOP-13082
HADOOP-9805,relates to,HADOOP-9507
HADOOP-9804,incorporates,HADOOP-9950
HADOOP-9804,incorporates,HADOOP-9951
HADOOP-9804,Is contained by,HADOOP-9796
HADOOP-9803,incorporates,HADOOP-9793
HADOOP-9802,relates to,YARN-1025
HADOOP-9799,contains,HADOOP-9829
HADOOP-9798,contains,HADOOP-9811
HADOOP-9798,contains,HADOOP-9812
HADOOP-9798,contains,HADOOP-9813
HADOOP-9798,contains,HADOOP-9838
HADOOP-9798,contains,HADOOP-9839
HADOOP-9797,contains,HADOOP-9927
HADOOP-9797,contains,HADOOP-9841
HADOOP-9797,contains,HADOOP-9926
HADOOP-9797,contains,HADOOP-9947
HADOOP-9797,contains,HADOOP-9975
HADOOP-9797,contains,HADOOP-9925
HADOOP-9797,contains,HADOOP-9840
HADOOP-9797,contains,HADOOP-9943
HADOOP-9797,contains,HADOOP-9942
HADOOP-9797,relates to,HADOOP-9852
HADOOP-9796,contains,HADOOP-9835
HADOOP-9796,contains,HADOOP-9836
HADOOP-9796,contains,HADOOP-9842
HADOOP-9796,contains,HADOOP-9804
HADOOP-9796,contains,HADOOP-9808
HADOOP-9796,contains,HADOOP-9809
HADOOP-9796,contains,HADOOP-9810
HADOOP-9796,contains,HADOOP-9814
HADOOP-9796,contains,HADOOP-9815
HADOOP-9796,contains,HADOOP-9825
HADOOP-9796,contains,HADOOP-9826
HADOOP-9796,contains,HADOOP-9827
HADOOP-9796,contains,HADOOP-9828
HADOOP-9796,contains,HADOOP-9834
HADOOP-9796,contains,HADOOP-9837
HADOOP-9793,is part of,HADOOP-9803
HADOOP-9792,relates to,ACCUMULO-2227
HADOOP-9792,relates to,HDFS-14134
HADOOP-9790,is related to,MAPREDUCE-4374
HADOOP-9789,is related to,HDFS-7546
HADOOP-9789,is related to,HADOOP-12549
HADOOP-9788,duplicates,HADOOP-9652
HADOOP-9788,relates to,HADOOP-9652
HADOOP-9787,blocks,MAPREDUCE-5428
HADOOP-9786,is related to,HDFS-4942
HADOOP-9785,duplicates,HADOOP-9319
HADOOP-9783,duplicates,HADOOP-9782
HADOOP-9783,duplicates,HADOOP-9652
HADOOP-9783,is related to,HADOOP-9782
HADOOP-9783,is related to,HADOOP-9652
HADOOP-9782,is broken by,HADOOP-9652
HADOOP-9782,is duplicated by,HADOOP-9783
HADOOP-9782,relates to,HADOOP-9783
HADOOP-9781,requires,HADOOP-9534
HADOOP-9780,is related to,HADOOP-10034
HADOOP-9780,relates to,HDFS-5294
HADOOP-9779,relates to,HADOOP-9822
HADOOP-9779,relates to,HADOOP-9821
HADOOP-9778,relates to,HADOOP-9851
HADOOP-9778,relates to,HADOOP-9768
HADOOP-9776,is related to,HIVE-8034
HADOOP-9775,relates to,HDFS-4680
HADOOP-9775,relates to,MAPREDUCE-5379
HADOOP-9774,is broken by,HADOOP-8962
HADOOP-9769,relates to,HADOOP-9981
HADOOP-9769,relates to,HADOOP-9652
HADOOP-9768,is related to,HADOOP-9778
HADOOP-9768,relates to,HADOOP-9851
HADOOP-9767,duplicates,HADOOP-9507
HADOOP-9763,is depended upon by,HADOOP-9762
HADOOP-9762,depends upon,HADOOP-9763
HADOOP-9762,depends upon,HADOOP-9760
HADOOP-9761,is broken by,HADOOP-9418
HADOOP-9760,is depended upon by,HADOOP-9762
HADOOP-9759,is duplicated by,HADOOP-9755
HADOOP-9759,is part of,HADOOP-8562
HADOOP-9759,relates to,HADOOP-9164
HADOOP-9758,depends upon,HADOOP-8040
HADOOP-9757,relates to,MAPREDUCE-2459
HADOOP-9756,relates to,MAPREDUCE-5421
HADOOP-9756,relates to,HADOOP-9754
HADOOP-9755,duplicates,HADOOP-9759
HADOOP-9755,is broken by,HADOOP-9164
HADOOP-9754,is related to,HADOOP-9756
HADOOP-9752,is duplicated by,YARN-658
HADOOP-9752,is related to,YARN-445
HADOOP-9750,is related to,MAPREDUCE-5247
HADOOP-9750,is related to,HADOOP-7771
HADOOP-9749,relates to,HDFS-5010
HADOOP-9749,requires,HADOOP-9852
HADOOP-9749,requires,HADOOP-9856
HADOOP-9748,breaks,HADOOP-10487
HADOOP-9747,causes,HDFS-14668
HADOOP-9747,is related to,HADOOP-14699
HADOOP-9747,relates to,HDFS-12533
HADOOP-9747,requires,YARN-7048
HADOOP-9747,supercedes,HADOOP-13805
HADOOP-9747,supercedes,HADOOP-15401
HADOOP-9725,relates to,PIG-3677
HADOOP-9718,is related to,HADOOP-9232
HADOOP-9717,is part of,HDFS-4942
HADOOP-9716,is part of,HDFS-4942
HADOOP-9715,is duplicated by,HADOOP-9899
HADOOP-9710,is depended upon by,HDFS-4964
HADOOP-9710,is depended upon by,HDFS-4965
HADOOP-9710,is depended upon by,MAPREDUCE-5378
HADOOP-9710,is depended upon by,YARN-904
HADOOP-9710,is required by,HADOOP-9709
HADOOP-9709,relates to,HADOOP-10057
HADOOP-9709,requires,HADOOP-9710
HADOOP-9709,requires,HDFS-4964
HADOOP-9709,requires,HDFS-4965
HADOOP-9709,requires,MAPREDUCE-5378
HADOOP-9709,requires,YARN-904
HADOOP-9705,is related to,HADOOP-10459
HADOOP-9705,is related to,HADOOP-10557
HADOOP-9705,relates to,HADOOP-10557
HADOOP-9704,relates to,HADOOP-12357
HADOOP-9703,is related to,SOLR-5007
HADOOP-9702,relates to,HADOOP-9361
HADOOP-9700,duplicates,HDFS-9820
HADOOP-9693,is part of,HADOOP-9652
HADOOP-9691,is part of,HDFS-4942
HADOOP-9691,relates to,HADOOP-9688
HADOOP-9689,duplicates,HADOOP-8148
HADOOP-9688,is part of,HDFS-4942
HADOOP-9688,is related to,HADOOP-9857
HADOOP-9688,is related to,HADOOP-9691
HADOOP-9687,is part of,HADOOP-8562
HADOOP-9681,is part of,HADOOP-8562
HADOOP-9681,relates to,YARN-597
HADOOP-9680,is related to,HADOOP-10400
HADOOP-9680,relates to,HADOOP-12537
HADOOP-9678,is related to,HADOOP-8562
HADOOP-9677,is part of,HADOOP-8645
HADOOP-9677,is related to,MAPREDUCE-5330
HADOOP-9676,is related to,HDFS-10593
HADOOP-9676,relates to,HDFS-4940
HADOOP-9676,relates to,HADOOP-13039
HADOOP-9675,is related to,HADOOP-8912
HADOOP-9674,relates to,HADOOP-8980
HADOOP-9672,duplicates,HADOOP-7883
HADOOP-9672,is related to,HADOOP-7883
HADOOP-9671,is related to,HADOOP-8779
HADOOP-9671,is related to,HADOOP-9392
HADOOP-9671,is related to,HADOOP-9533
HADOOP-9671,is related to,HDFS-4685
HADOOP-9671,is related to,HDFS-2856
HADOOP-9669,relates to,HADOOP-9966
HADOOP-9669,relates to,HADOOP-9967
HADOOP-9666,duplicates,HADOOP-8151
HADOOP-9665,is related to,HADOOP-9658
HADOOP-9660,is related to,HADOOP-10094
HADOOP-9660,is related to,HBASE-6814
HADOOP-9658,relates to,HADOOP-9665
HADOOP-9657,is depended upon by,HADOOP-11574
HADOOP-9657,is related to,HDFS-8068
HADOOP-9656,is part of,HADOOP-8562
HADOOP-9654,is duplicated by,HADOOP-11252
HADOOP-9652,breaks,MAPREDUCE-5584
HADOOP-9652,breaks,HADOOP-9782
HADOOP-9652,breaks,HADOOP-9981
HADOOP-9652,incorporates,HADOOP-9693
HADOOP-9652,is cloned by,HADOOP-10276
HADOOP-9652,is duplicated by,HADOOP-9783
HADOOP-9652,is duplicated by,HADOOP-9788
HADOOP-9652,is duplicated by,MAPREDUCE-5430
HADOOP-9652,is related to,HADOOP-9371
HADOOP-9652,is related to,HADOOP-9788
HADOOP-9652,is related to,HADOOP-9769
HADOOP-9652,relates to,HADOOP-9783
HADOOP-9652,relates to,HADOOP-8040
HADOOP-9650,duplicates,HADOOP-10075
HADOOP-9650,is related to,HADOOP-8515
HADOOP-9650,relates to,HADOOP-11995
HADOOP-9649,is blocked by,YARN-825
HADOOP-9649,is related to,MAPREDUCE-5327
HADOOP-9649,relates to,YARN-825
HADOOP-9647,duplicates,HADOOP-9646
HADOOP-9646,is duplicated by,HADOOP-9647
HADOOP-9645,duplicates,HADOOP-9363
HADOOP-9643,breaks,SOLR-4916
HADOOP-9642,is related to,HADOOP-17631
HADOOP-9642,is related to,HADOOP-11553
HADOOP-9641,duplicates,HADOOP-9557
HADOOP-9640,depends upon,HADOOP-10508
HADOOP-9640,is related to,HADOOP-9194
HADOOP-9640,is related to,HDFS-945
HADOOP-9640,relates to,HDFS-237
HADOOP-9640,relates to,HADOOP-10598
HADOOP-9640,relates to,HADOOP-10599
HADOOP-9640,relates to,HADOOP-13029
HADOOP-9640,relates to,HADOOP-15481
HADOOP-9640,relates to,HADOOP-10286
HADOOP-9638,is broken by,HADOOP-9287
HADOOP-9638,is part of,HDFS-3602
HADOOP-9638,relates to,HDFS-4260
HADOOP-9638,relates to,HDFS-13268
HADOOP-9637,is part of,YARN-191
HADOOP-9636,duplicates,HADOOP-9335
HADOOP-9636,is duplicated by,HADOOP-8934
HADOOP-9634,is related to,HADOOP-9509
HADOOP-9633,duplicates,HDFS-4521
HADOOP-9633,is related to,HDFS-4521
HADOOP-9632,is related to,HADOOP-9526
HADOOP-9632,relates to,HADOOP-8562
HADOOP-9631,blocks,HADOOP-6446
HADOOP-9631,is duplicated by,HADOOP-14604
HADOOP-9631,is related to,HADOOP-8014
HADOOP-9629,is related to,HADOOP-10840
HADOOP-9629,is related to,HADOOP-11248
HADOOP-9629,is related to,HADOOP-10689
HADOOP-9629,is related to,HADOOP-10690
HADOOP-9629,is related to,HADOOP-10728
HADOOP-9629,is related to,HADOOP-10809
HADOOP-9629,is related to,HADOOP-11188
HADOOP-9629,is related to,HADOOP-11395
HADOOP-9627,duplicates,HADOOP-11462
HADOOP-9627,relates to,HADOOP-8982
HADOOP-9626,is depended upon by,SLIDER-94
HADOOP-9626,is part of,YARN-679
HADOOP-9624,is part of,HADOOP-8645
HADOOP-9624,relates to,HADOOP-8444
HADOOP-9623,breaks,HADOOP-12376
HADOOP-9623,breaks,HADOOP-10589
HADOOP-9623,breaks,HADOOP-10737
HADOOP-9623,relates to,HADOOP-8136
HADOOP-9623,supercedes,HADOOP-8136
HADOOP-9621,is related to,HADOOP-9392
HADOOP-9621,is related to,HADOOP-9533
HADOOP-9621,is related to,HADOOP-10086
HADOOP-9621,relates to,HADOOP-4487
HADOOP-9621,relates to,YARN-4653
HADOOP-9620,incorporates,HDFS-4752
HADOOP-9620,incorporates,HADOOP-8957
HADOOP-9620,incorporates,HADOOP-8958
HADOOP-9620,incorporates,HADOOP-8982
HADOOP-9620,incorporates,HADOOP-9131
HADOOP-9620,incorporates,HADOOP-9526
HADOOP-9620,incorporates,HADOOP-9527
HADOOP-9620,incorporates,HDFS-4871
HADOOP-9620,incorporates,MAPREDUCE-5349
HADOOP-9618,relates to,HBASE-9630
HADOOP-9618,relates to,MAPREDUCE-6443
HADOOP-9618,relates to,YARN-4019
HADOOP-9618,relates to,YARN-4031
HADOOP-9618,relates to,OOZIE-1826
HADOOP-9613,blocks,HADOOP-11993
HADOOP-9613,depends upon,HADOOP-10530
HADOOP-9613,is depended upon by,HADOOP-11461
HADOOP-9613,is depended upon by,SLIDER-878
HADOOP-9613,is depended upon by,HADOOP-11090
HADOOP-9613,is depended upon by,HADOOP-9991
HADOOP-9613,is related to,HADOOP-11461
HADOOP-9613,is related to,HADOOP-9244
HADOOP-9613,relates to,HADOOP-11516
